Date,GBP/USD Close,GBP/USD High,GBP/USD Low
2001-07-09,1.4083,1.4125,1.4053
2001-07-10,1.411,1.4136,1.4075
2001-07-11,1.4082,1.4192,1.407
2001-07-12,1.4076,1.41,1.4036
2001-07-13,1.402,1.4075,1.3972
2001-07-16,1.4011,1.404,1.398
2001-07-17,1.3994,1.4066,1.393
2001-07-18,1.4173,1.4181,1.3995
2001-07-19,1.4281,1.4287,1.4149
2001-07-20,1.4311,1.4357,1.426
2001-07-23,1.4191,1.427,1.4173
2001-07-24,1.4236,1.4246,1.4159
2001-07-25,1.4276,1.4296,1.4198
2001-07-26,1.4284,1.431,1.4256
2001-07-27,1.4243,1.4301,1.4223
2001-07-30,1.4269,1.4277,1.4209
2001-07-31,1.4255,1.4301,1.4235
2001-08-01,1.4344,1.435,1.4245
2001-08-02,1.4316,1.4355,1.4276
2001-08-03,1.4289,1.432,1.4249
2001-08-06,1.4201,1.429,1.4169
2001-08-07,1.4171,1.4195,1.412
2001-08-08,1.4163,1.418,1.4129
2001-08-09,1.4261,1.4291,1.4135
2001-08-10,1.4239,1.428,1.4231
2001-08-13,1.4219,1.4275,1.4205
2001-08-14,1.4285,1.4301,1.417
2001-08-15,1.44,1.4403,1.4275
2001-08-16,1.4478,1.452,1.4395
2001-08-17,1.4466,1.449,1.4396
2001-08-20,1.4443,1.4475,1.4425
2001-08-21,1.4496,1.452,1.443
2001-08-22,1.449,1.4585,1.4484
2001-08-23,1.4476,1.4495,1.4435
2001-08-24,1.4435,1.448,1.441
2001-08-27,1.4449,1.4453,1.4405
2001-08-28,1.451,1.4524,1.438
2001-08-29,1.4524,1.457,1.449
2001-08-30,1.4589,1.461,1.448
2001-08-31,1.4545,1.462,1.4491
2001-09-03,1.455,1.456,1.451
2001-09-04,1.4422,1.454,1.4412
2001-09-05,1.4579,1.4591,1.4405
2001-09-06,1.4558,1.458,1.4462
2001-09-07,1.4612,1.4636,1.45
2001-09-10,1.4584,1.468,1.4576
2001-09-11,1.476,1.477,1.453
2001-09-12,1.468,1.4775,1.462
2001-09-13,1.4706,1.4736,1.465
2001-09-14,1.4714,1.479,1.4662
2001-09-17,1.4663,1.4785,1.4625
2001-09-18,1.4686,1.4708,1.4599
2001-09-19,1.4694,1.473,1.4625
2001-09-20,1.4653,1.469,1.4631
2001-09-21,1.4557,1.466,1.4513
2001-09-24,1.4628,1.4666,1.453
2001-09-25,1.4701,1.4711,1.46
2001-09-26,1.4749,1.4772,1.4705
2001-09-27,1.4739,1.4763,1.4711
2001-09-28,1.4724,1.4745,1.465
2001-10-01,1.4781,1.4811,1.47
2001-10-02,1.4692,1.4805,1.4618
2001-10-03,1.4748,1.479,1.4665
2001-10-04,1.4763,1.4787,1.47
2001-10-05,1.4803,1.4815,1.4745
2001-10-08,1.475,1.483,1.472
2001-10-09,1.459,1.4745,1.455
2001-10-10,1.451,1.46,1.4482
2001-10-11,1.4446,1.453,1.4398
2001-10-12,1.4504,1.454,1.4445
2001-10-15,1.4484,1.454,1.4464
2001-10-16,1.4477,1.4495,1.4425
2001-10-17,1.4472,1.4526,1.444
2001-10-18,1.4456,1.45,1.442
2001-10-19,1.4352,1.444,1.4348
2001-10-22,1.4247,1.435,1.4207
2001-10-23,1.425,1.4255,1.4196
2001-10-24,1.4282,1.4305,1.4245
2001-10-25,1.4289,1.4331,1.4235
2001-10-26,1.4373,1.4379,1.425
2001-10-29,1.4525,1.4545,1.436
2001-10-30,1.4529,1.4599,1.4515
2001-10-31,1.4552,1.457,1.4505
2001-11-01,1.4623,1.4685,1.4525
2001-11-02,1.4615,1.4673,1.4593
2001-11-05,1.4596,1.4615,1.4515
2001-11-06,1.4603,1.4611,1.456
2001-11-07,1.4624,1.467,1.4565
2001-11-08,1.4537,1.466,1.4327
2001-11-09,1.4571,1.4593,1.4475
2001-11-12,1.4575,1.462,1.4515
2001-11-13,1.4432,1.455,1.44
2001-11-14,1.4415,1.4447,1.4351
2001-11-15,1.4322,1.442,1.4304
2001-11-16,1.4281,1.4365,1.4265
2001-11-19,1.4135,1.428,1.4079
2001-11-20,1.4193,1.4223,1.4115
2001-11-21,1.4153,1.4195,1.4121
2001-11-22,1.4125,1.418,1.4105
2001-11-23,1.4107,1.4169,1.404
2001-11-26,1.4114,1.4205,1.41
2001-11-27,1.4145,1.4165,1.4065
2001-11-28,1.4252,1.4254,1.4135
2001-11-29,1.427,1.4287,1.421
2001-11-30,1.4239,1.4299,1.4219
2001-12-03,1.4253,1.4265,1.4187
2001-12-04,1.4213,1.4255,1.4199
2001-12-05,1.4155,1.424,1.4139
2001-12-06,1.4282,1.4296,1.415
2001-12-07,1.4332,1.4338,1.4235
2001-12-10,1.4333,1.4349,1.4275
2001-12-11,1.4375,1.4395,1.431
2001-12-12,1.4469,1.4479,1.4385
2001-12-13,1.4421,1.448,1.4405
2001-12-14,1.4546,1.4568,1.44
2001-12-17,1.4596,1.461,1.452
2001-12-18,1.4566,1.4605,1.454
2001-12-19,1.45,1.4575,1.447
2001-12-20,1.4482,1.451,1.4425
2001-12-21,1.4375,1.4535,1.4341
2001-12-24,1.4429,1.4437,1.433
2001-12-25,1.4445,1.4455,1.4405
2001-12-26,1.4541,1.4553,1.438
2001-12-27,1.4507,1.4553,1.444
2001-12-28,1.4503,1.4517,1.4441
2001-12-31,1.455,1.4562,1.4475
2002-01-01,1.455,1.455,1.455
2002-01-02,1.4449,1.4555,1.4423
2002-01-03,1.4373,1.4485,1.4365
2002-01-04,1.4463,1.4469,1.4375
2002-01-07,1.439,1.448,1.4343
2002-01-08,1.4392,1.444,1.437
2002-01-09,1.4371,1.441,1.4339
2002-01-10,1.4414,1.4464,1.437
2002-01-11,1.4471,1.4483,1.4375
2002-01-14,1.4496,1.4522,1.447
2002-01-15,1.44,1.45,1.4392
2002-01-16,1.4367,1.4415,1.4343
2002-01-17,1.4362,1.4475,1.43
2002-01-18,1.4383,1.4391,1.4315
2002-01-21,1.4355,1.4415,1.435
2002-01-22,1.4293,1.436,1.4265
2002-01-23,1.4237,1.4345,1.4219
2002-01-24,1.4222,1.425,1.42
2002-01-25,1.4085,1.4265,1.4061
2002-01-28,1.4078,1.4115,1.4047
2002-01-29,1.4129,1.4149,1.4045
2002-01-30,1.4139,1.418,1.4105
2002-01-31,1.4102,1.4157,1.409
2002-02-01,1.4163,1.4173,1.406
2002-02-04,1.422,1.4252,1.4035
2002-02-05,1.415,1.4245,1.4124
2002-02-06,1.4129,1.416,1.4107
2002-02-07,1.4138,1.415,1.4085
2002-02-08,1.4151,1.4187,1.411
2002-02-11,1.422,1.4242,1.413
2002-02-12,1.4338,1.4352,1.422
2002-02-13,1.4287,1.436,1.4281
2002-02-14,1.4307,1.4311,1.4255
2002-02-15,1.4317,1.4341,1.427
2002-02-18,1.4285,1.4338,1.4274
2002-02-19,1.432,1.4336,1.4225
2002-02-20,1.4281,1.433,1.4261
2002-02-21,1.4247,1.4285,1.424
2002-02-22,1.4326,1.434,1.424
2002-02-25,1.425,1.4325,1.4242
2002-02-26,1.4163,1.428,1.4137
2002-02-27,1.4195,1.421,1.414
2002-02-28,1.4171,1.4205,1.4111
2002-03-01,1.4186,1.4236,1.415
2002-03-04,1.4226,1.4248,1.416
2002-03-05,1.4237,1.424,1.4173
2002-03-06,1.4224,1.426,1.4205
2002-03-07,1.4282,1.431,1.4185
2002-03-08,1.4201,1.4285,1.4189
2002-03-11,1.42,1.4228,1.4184
2002-03-12,1.4157,1.4205,1.4087
2002-03-13,1.4158,1.4171,1.4096
2002-03-14,1.4209,1.4227,1.414
2002-03-15,1.424,1.4274,1.42
2002-03-18,1.4266,1.4274,1.4205
2002-03-19,1.4244,1.43,1.4204
2002-03-20,1.428,1.4288,1.4197
2002-03-21,1.4253,1.4325,1.417
2002-03-22,1.4254,1.428,1.423
2002-03-25,1.4257,1.428,1.423
2002-03-26,1.4266,1.4288,1.4228
2002-03-27,1.4248,1.4275,1.4214
2002-03-28,1.4254,1.4265,1.4222
2002-03-29,1.4254,1.4265,1.4235
2002-04-01,1.4412,1.4434,1.425
2002-04-02,1.4365,1.442,1.435
2002-04-03,1.4359,1.4385,1.4337
2002-04-04,1.4339,1.4399,1.4333
2002-04-05,1.433,1.4381,1.432
2002-04-08,1.4307,1.4357,1.4285
2002-04-09,1.436,1.437,1.43
2002-04-10,1.4366,1.4392,1.4356
2002-04-11,1.4388,1.4408,1.4338
2002-04-12,1.4365,1.4385,1.4255
2002-04-15,1.4383,1.4391,1.435
2002-04-16,1.4391,1.4413,1.436
2002-04-17,1.4443,1.446,1.4385
2002-04-18,1.4486,1.4488,1.444
2002-04-19,1.4483,1.4496,1.4457
2002-04-22,1.4498,1.4506,1.4458
2002-04-23,1.4471,1.4512,1.4467
2002-04-24,1.4482,1.4508,1.4458
2002-04-25,1.4547,1.4553,1.4494
2002-04-26,1.4573,1.4579,1.4508
2002-04-29,1.4591,1.4633,1.4561
2002-04-30,1.4575,1.4592,1.4559
2002-05-01,1.4631,1.4655,1.455
2002-05-02,1.4631,1.4677,1.4611
2002-05-03,1.4676,1.4704,1.4605
2002-05-06,1.4682,1.4695,1.4662
2002-05-07,1.4677,1.4693,1.4633
2002-05-08,1.4556,1.468,1.453
2002-05-09,1.459,1.4618,1.4555
2002-05-10,1.4625,1.4655,1.4589
2002-05-13,1.4572,1.4665,1.4556
2002-05-14,1.4491,1.4578,1.4467
2002-05-15,1.46,1.4608,1.4478
2002-05-16,1.4567,1.4619,1.4543
2002-05-17,1.459,1.4628,1.455
2002-05-20,1.4596,1.463,1.4572
2002-05-21,1.4594,1.4616,1.4532
2002-05-22,1.4587,1.463,1.457
2002-05-23,1.4542,1.4617,1.4506
2002-05-24,1.4574,1.4594,1.4513
2002-05-27,1.4568,1.459,1.4544
2002-05-28,1.4594,1.464,1.4558
2002-05-29,1.4623,1.4629,1.4575
2002-05-30,1.4652,1.4686,1.462
2002-05-31,1.4659,1.4675,1.4533
2002-06-03,1.4623,1.4633,1.455
2002-06-04,1.4599,1.4665,1.4593
2002-06-05,1.4592,1.461,1.453
2002-06-06,1.4598,1.461,1.4539
2002-06-07,1.4596,1.463,1.4583
2002-06-10,1.4595,1.4633,1.4555
2002-06-11,1.4719,1.4725,1.459
2002-06-12,1.4707,1.4754,1.4677
2002-06-13,1.4717,1.4742,1.4688
2002-06-14,1.475,1.4801,1.4703
2002-06-17,1.4791,1.4799,1.4749
2002-06-18,1.4913,1.4935,1.4785
2002-06-19,1.4909,1.4947,1.4873
2002-06-20,1.4986,1.4996,1.4889
2002-06-21,1.4961,1.5017,1.4953
2002-06-24,1.4961,1.5088,1.495
2002-06-25,1.505,1.5062,1.498
2002-06-26,1.5284,1.531,1.508
2002-06-27,1.5274,1.529,1.5175
2002-06-28,1.5315,1.538,1.5221
2002-07-01,1.5304,1.5348,1.5279
2002-07-02,1.5326,1.5334,1.5234
2002-07-03,1.5242,1.5362,1.5226
2002-07-04,1.5255,1.53,1.5234
2002-07-05,1.5222,1.5275,1.5154
2002-07-08,1.5373,1.5394,1.522
2002-07-09,1.5487,1.5495,1.54
2002-07-10,1.5466,1.553,1.5448
2002-07-11,1.5574,1.5578,1.5428
2002-07-12,1.5509,1.5545,1.5468
2002-07-15,1.571,1.5736,1.551
2002-07-16,1.5708,1.5785,1.5685
2002-07-17,1.572,1.5777,1.5623
2002-07-18,1.5716,1.5718,1.5621
2002-07-19,1.5783,1.5855,1.5723
2002-07-22,1.5768,1.582,1.5718
2002-07-23,1.5572,1.5802,1.555
2002-07-24,1.5758,1.5778,1.559
2002-07-25,1.5823,1.5847,1.571
2002-07-26,1.5655,1.5865,1.5617
2002-07-29,1.561,1.5689,1.5564
2002-07-30,1.5725,1.5744,1.5565
2002-07-31,1.5623,1.574,1.5565
2002-08-01,1.5592,1.565,1.5484
2002-08-02,1.569,1.5738,1.56
2002-08-05,1.5611,1.5702,1.5607
2002-08-06,1.5363,1.5603,1.5341
2002-08-07,1.5377,1.5425,1.5315
2002-08-08,1.5297,1.542,1.5253
2002-08-09,1.5238,1.5366,1.52
2002-08-12,1.5313,1.5333,1.523
2002-08-13,1.5337,1.5349,1.5252
2002-08-14,1.5371,1.5471,1.5353
2002-08-15,1.535,1.5389,1.5301
2002-08-16,1.5368,1.5394,1.5322
2002-08-19,1.5263,1.5443,1.5251
2002-08-20,1.5287,1.5293,1.5221
2002-08-21,1.5317,1.5344,1.5209
2002-08-22,1.5214,1.532,1.5178
2002-08-23,1.5187,1.5219,1.5163
2002-08-26,1.5216,1.5247,1.5185
2002-08-27,1.535,1.5352,1.5196
2002-08-28,1.5357,1.5377,1.5312
2002-08-29,1.5481,1.55,1.5321
2002-08-30,1.5481,1.5546,1.5461
2002-09-02,1.5495,1.5515,1.5465
2002-09-03,1.5628,1.5641,1.5482
2002-09-04,1.5643,1.5672,1.5603
2002-09-05,1.5676,1.5723,1.5628
2002-09-06,1.5577,1.5707,1.5565
2002-09-09,1.5555,1.5615,1.5585
2002-09-10,1.5552,1.5615,1.5514
2002-09-11,1.5529,1.558,1.5475
2002-09-12,1.5602,1.561,1.5516
2002-09-13,1.5525,1.5657,1.5495
2002-09-16,1.5434,1.5525,1.54
2002-09-17,1.5382,1.541,1.5285
2002-09-18,1.5489,1.5531,1.5357
2002-09-19,1.5552,1.5596,1.5489
2002-09-20,1.5537,1.5594,1.5455
2002-09-23,1.5506,1.5608,1.548
2002-09-24,1.559,1.561,1.548
2002-09-25,1.5585,1.5669,1.5575
2002-09-26,1.5578,1.5621,1.5546
2002-09-27,1.5602,1.5612,1.552
2002-09-30,1.5695,1.5746,1.5607
2002-10-01,1.5663,1.5765,1.5663
2002-10-02,1.5669,1.5688,1.5611
2002-10-03,1.5689,1.5735,1.5684
2002-10-04,1.5662,1.5705,1.5644
2002-10-07,1.5643,1.5673,1.562
2002-10-08,1.5536,1.569,1.5522
2002-10-09,1.5653,1.5663,1.5505
2002-10-10,1.5645,1.5685,1.5615
2002-10-11,1.5609,1.5654,1.5577
2002-10-14,1.5575,1.5629,1.5566
2002-10-15,1.5515,1.5577,1.5484
2002-10-16,1.5539,1.556,1.5496
2002-10-17,1.5519,1.5577,1.5491
2002-10-18,1.5458,1.5516,1.543
2002-10-21,1.5435,1.5511,1.5411
2002-10-22,1.5475,1.5495,1.5414
2002-10-23,1.5475,1.5509,1.5423
2002-10-24,1.5519,1.5535,1.5448
2002-10-25,1.5509,1.5569,1.5511
2002-10-28,1.5592,1.5634,1.5461
2002-10-29,1.5586,1.5608,1.5544
2002-10-30,1.5577,1.5589,1.5551
2002-10-31,1.5641,1.5651,1.5559
2002-11-01,1.5639,1.5675,1.5612
2002-11-04,1.5562,1.5647,1.552
2002-11-05,1.5625,1.5675,1.5557
2002-11-06,1.5643,1.5659,1.5562
2002-11-07,1.5809,1.5813,1.5627
2002-11-08,1.5899,1.5933,1.5775
2002-11-11,1.586,1.5966,1.5854
2002-11-12,1.5887,1.5919,1.5836
2002-11-13,1.5853,1.5901,1.5841
2002-11-14,1.5809,1.5894,1.5777
2002-11-15,1.5802,1.5822,1.5732
2002-11-18,1.5811,1.5827,1.578
2002-11-19,1.5799,1.5911,1.5773
2002-11-20,1.573,1.5803,1.5707
2002-11-21,1.5789,1.5815,1.5713
2002-11-22,1.579,1.5846,1.5774
2002-11-25,1.5637,1.58,1.5623
2002-11-26,1.5511,1.5663,1.5457
2002-11-27,1.5465,1.554,1.5411
2002-11-28,1.5537,1.5545,1.5455
2002-11-29,1.5556,1.5564,1.5465
2002-12-02,1.5582,1.5594,1.5455
2002-12-03,1.559,1.572,1.5555
2002-12-04,1.5685,1.5758,1.567
2002-12-05,1.571,1.573,1.5664
2002-12-06,1.5751,1.5787,1.5685
2002-12-09,1.5779,1.5799,1.575
2002-12-10,1.572,1.5836,1.5684
2002-12-11,1.5769,1.5779,1.569
2002-12-12,1.5818,1.5822,1.574
2002-12-13,1.5897,1.5911,1.5778
2002-12-16,1.5919,1.5939,1.5667
2002-12-17,1.5984,1.6016,1.5899
2002-12-18,1.6007,1.6031,1.5957
2002-12-19,1.6036,1.606,1.598
2002-12-20,1.6033,1.604,1.6007
2002-12-23,1.592,1.608,1.5872
2002-12-24,1.5956,1.5972,1.5897
2002-12-25,1.5955,1.5979,1.5924
2002-12-26,1.6,1.6,1.594
2002-12-27,1.6035,1.6039,1.5985
2002-12-30,1.6053,1.6063,1.6015
2002-12-31,1.6106,1.6132,1.601
2003-01-01,1.6106,1.6132,1.601
2003-01-02,1.5931,1.6104,1.5915
2003-01-03,1.6075,1.6089,1.5909
2003-01-06,1.6083,1.616,1.6065
2003-01-07,1.6042,1.6096,1.602
2003-01-08,1.6118,1.6156,1.5965
2003-01-09,1.6059,1.6163,1.6087
2003-01-10,1.6094,1.6146,1.6044
2003-01-13,1.6004,1.6095,1.5992
2003-01-14,1.6059,1.6119,1.5988
2003-01-15,1.604,1.607,1.5961
2003-01-16,1.6117,1.6145,1.6021
2003-01-17,1.6169,1.62,1.608
2003-01-20,1.609,1.613,1.603
2003-01-21,1.6156,1.6174,1.6019
2003-01-22,1.6175,1.618,1.6078
2003-01-23,1.6219,1.6245,1.6159
2003-01-24,1.6342,1.6344,1.621
2003-01-27,1.6364,1.641,1.6282
2003-01-28,1.6393,1.6415,1.6308
2003-01-29,1.6468,1.6494,1.6393
2003-01-30,1.6527,1.655,1.6393
2003-01-31,1.647,1.657,1.6423
2003-02-03,1.6413,1.648,1.6361
2003-02-04,1.6487,1.6497,1.6414
2003-02-05,1.644,1.6534,1.6386
2003-02-06,1.6371,1.6475,1.6337
2003-02-07,1.632,1.6384,1.6232
2003-02-10,1.6281,1.6352,1.6265
2003-02-11,1.6181,1.6265,1.6139
2003-02-12,1.616,1.622,1.613
2003-02-13,1.6208,1.6243,1.615
2003-02-14,1.6108,1.623,1.6096
2003-02-17,1.5995,1.614,1.597
2003-02-18,1.5916,1.6035,1.59
2003-02-19,1.5971,1.5979,1.5896
2003-02-20,1.5938,1.6019,1.5909
2003-02-21,1.5795,1.5977,1.5769
2003-02-24,1.5852,1.588,1.5743
2003-02-25,1.5743,1.5891,1.5701
2003-02-26,1.5795,1.5839,1.572
2003-02-27,1.5804,1.5871,1.5756
2003-02-28,1.5739,1.5835,1.5727
2003-03-03,1.5784,1.5812,1.5715
2003-03-04,1.5811,1.5858,1.5784
2003-03-05,1.6024,1.6046,1.5811
2003-03-06,1.6023,1.607,1.599
2003-03-07,1.601,1.6092,1.5964
2003-03-10,1.6,1.6037,1.5932
2003-03-11,1.6058,1.6082,1.598
2003-03-12,1.6118,1.6157,1.6049
2003-03-13,1.6011,1.6132,1.5995
2003-03-14,1.5838,1.6025,1.579
2003-03-17,1.571,1.5904,1.5658
2003-03-18,1.5665,1.5711,1.5601
2003-03-19,1.5635,1.5675,1.5535
2003-03-20,1.5647,1.57,1.562
2003-03-21,1.564,1.5695,1.5592
2003-03-24,1.5743,1.5774,1.5643
2003-03-25,1.5718,1.5795,1.5683
2003-03-26,1.5744,1.5764,1.5703
2003-03-27,1.5647,1.5787,1.563
2003-03-28,1.5752,1.578,1.5609
2003-03-31,1.582,1.5827,1.5733
2003-04-01,1.5778,1.5835,1.5716
2003-04-02,1.5665,1.582,1.5647
2003-04-03,1.57,1.5736,1.5595
2003-04-04,1.5611,1.5732,1.5592
2003-04-07,1.5514,1.5592,1.546
2003-04-08,1.555,1.5568,1.549
2003-04-09,1.5628,1.5644,1.5504
2003-04-10,1.5716,1.5743,1.5624
2003-04-11,1.5713,1.5732,1.566
2003-04-14,1.5734,1.5766,1.5685
2003-04-15,1.5716,1.574,1.5673
2003-04-16,1.5804,1.581,1.5685
2003-04-17,1.5713,1.5848,1.5706
2003-04-18,1.5735,1.5756,1.5706
2003-04-21,1.562,1.5751,1.5582
2003-04-22,1.5775,1.5805,1.56
2003-04-23,1.587,1.587,1.5715
2003-04-24,1.5935,1.5975,1.584
2003-04-25,1.5885,1.5958,1.586
2003-04-28,1.5888,1.5985,1.5881
2003-04-29,1.5945,1.5947,1.5857
2003-04-30,1.599,1.6034,1.5915
2003-05-01,1.6093,1.6134,1.5976
2003-05-02,1.604,1.612,1.6006
2003-05-05,1.607,1.6074,1.602
2003-05-06,1.6136,1.6187,1.6038
2003-05-07,1.596,1.6159,1.59
2003-05-08,1.6003,1.6078,1.5924
2003-05-09,1.6046,1.6092,1.6006
2003-05-12,1.61,1.6134,1.604
2003-05-13,1.6086,1.6115,1.6048
2003-05-14,1.6078,1.6217,1.6058
2003-05-15,1.6211,1.6281,1.6128
2003-05-16,1.6235,1.6297,1.6182
2003-05-19,1.6328,1.6384,1.6253
2003-05-20,1.6407,1.6433,1.6305
2003-05-21,1.6367,1.6466,1.6355
2003-05-22,1.6363,1.6394,1.632
2003-05-23,1.6371,1.645,1.6313
2003-05-26,1.6395,1.6428,1.633
2003-05-27,1.6387,1.6472,1.6375
2003-05-28,1.6375,1.6436,1.6308
2003-05-29,1.6522,1.655,1.6315
2003-05-30,1.6385,1.6545,1.6356
2003-06-02,1.638,1.6397,1.6254
2003-06-03,1.6283,1.6424,1.6234
2003-06-04,1.633,1.6347,1.6271
2003-06-05,1.66,1.6621,1.6289
2003-06-06,1.6603,1.6709,1.6544
2003-06-09,1.6457,1.6655,1.6432
2003-06-10,1.6515,1.6575,1.6422
2003-06-11,1.6672,1.6703,1.6501
2003-06-12,1.6687,1.6789,1.6659
2003-06-13,1.6723,1.6751,1.6634
2003-06-16,1.6782,1.6888,1.6706
2003-06-17,1.685,1.6907,1.6768
2003-06-18,1.6793,1.6865,1.6753
2003-06-19,1.6785,1.6805,1.6688
2003-06-20,1.6603,1.682,1.6586
2003-06-23,1.6685,1.6699,1.6555
2003-06-24,1.6633,1.6708,1.6592
2003-06-25,1.6728,1.68,1.6605
2003-06-26,1.6616,1.6745,1.6594
2003-06-27,1.649,1.6632,1.646
2003-06-30,1.6555,1.6571,1.6472
2003-07-01,1.6632,1.6654,1.6518
2003-07-02,1.6644,1.667,1.6605
2003-07-03,1.6704,1.6746,1.6606
2003-07-04,1.6667,1.6715,1.665
2003-07-07,1.6485,1.6674,1.6469
2003-07-08,1.6346,1.65,1.632
2003-07-09,1.6347,1.6366,1.6276
2003-07-10,1.6355,1.6388,1.622
2003-07-11,1.6307,1.6383,1.6308
2003-07-14,1.6131,1.6316,1.6129
2003-07-15,1.5912,1.6146,1.5903
2003-07-16,1.596,1.597,1.5858
2003-07-17,1.5949,1.5995,1.5844
2003-07-18,1.5898,1.5983,1.5826
2003-07-21,1.6,1.602,1.572
2003-07-22,1.598,1.6049,1.595
2003-07-23,1.608,1.61,1.593
2003-07-24,1.615,1.6156,1.6065
2003-07-25,1.6203,1.6237,1.6129
2003-07-28,1.6255,1.6292,1.6169
2003-07-29,1.6235,1.631,1.6215
2003-07-30,1.616,1.6288,1.6148
2003-07-31,1.61,1.617,1.6053
2003-08-01,1.6082,1.6125,1.6006
2003-08-04,1.6102,1.615,1.6063
2003-08-05,1.6091,1.6141,1.6025
2003-08-06,1.609,1.6185,1.6038
2003-08-07,1.6181,1.619,1.6053
2003-08-08,1.6028,1.6187,1.6026
2003-08-11,1.609,1.6115,1.5987
2003-08-12,1.6036,1.6094,1.5997
2003-08-13,1.6072,1.6101,1.5968
2003-08-14,1.6,1.6137,1.5988
2003-08-15,1.5965,1.6045,1.5922
2003-08-18,1.5905,1.5984,1.5887
2003-08-19,1.5883,1.5912,1.5815
2003-08-20,1.595,1.5969,1.585
2003-08-21,1.577,1.5939,1.575
2003-08-22,1.5755,1.5795,1.5701
2003-08-25,1.5716,1.5791,1.5682
2003-08-26,1.57,1.5745,1.5622
2003-08-27,1.5721,1.5731,1.5671
2003-08-28,1.576,1.5785,1.5654
2003-08-29,1.577,1.5826,1.5764
2003-09-01,1.5698,1.5811,1.5683
2003-09-02,1.5682,1.5747,1.562
2003-09-03,1.5694,1.5762,1.5613
2003-09-04,1.5814,1.5824,1.5669
2003-09-05,1.5888,1.5909,1.5781
2003-09-08,1.5846,1.5903,1.5837
2003-09-09,1.5895,1.5928,1.5785
2003-09-10,1.5913,1.5944,1.588
2003-09-11,1.5947,1.5975,1.59
2003-09-12,1.5938,1.6068,1.5912
2003-09-15,1.6014,1.6074,1.5904
2003-09-16,1.5865,1.6054,1.5855
2003-09-17,1.6096,1.6101,1.5863
2003-09-18,1.6136,1.6218,1.6068
2003-09-19,1.6317,1.6377,1.614
2003-09-22,1.6511,1.6553,1.639
2003-09-23,1.6526,1.6588,1.6459
2003-09-24,1.6585,1.6594,1.6477
2003-09-25,1.661,1.6629,1.6531
2003-09-26,1.6582,1.6611,1.6562
2003-09-29,1.6655,1.6668,1.6454
2003-09-30,1.6625,1.6761,1.6591
2003-10-01,1.6672,1.6688,1.6536
2003-10-02,1.6698,1.675,1.6641
2003-10-03,1.662,1.6738,1.6583
2003-10-06,1.6705,1.6754,1.6585
2003-10-07,1.6626,1.6772,1.6613
2003-10-08,1.662,1.6671,1.6586
2003-10-09,1.6676,1.6692,1.6566
2003-10-10,1.666,1.6721,1.6607
2003-10-13,1.667,1.6691,1.6541
2003-10-14,1.6715,1.677,1.6541
2003-10-15,1.6676,1.6763,1.6637
2003-10-16,1.674,1.6817,1.6661
2003-10-17,1.6773,1.6778,1.6677
2003-10-20,1.6741,1.6812,1.6714
2003-10-21,1.6725,1.6778,1.6689
2003-10-22,1.6929,1.6944,1.6735
2003-10-23,1.6946,1.6967,1.6895
2003-10-24,1.6976,1.6995,1.6934
2003-10-27,1.695,1.6975,1.6909
2003-10-28,1.6974,1.7001,1.6877
2003-10-29,1.7004,1.7075,1.6962
2003-10-30,1.6953,1.7068,1.6949
2003-10-31,1.6942,1.6997,1.6909
2003-11-03,1.6758,1.6976,1.6757
2003-11-04,1.6814,1.6845,1.6675
2003-11-05,1.6728,1.687,1.6704
2003-11-06,1.6674,1.678,1.6642
2003-11-07,1.6737,1.6742,1.6614
2003-11-10,1.6716,1.6755,1.6707
2003-11-11,1.6647,1.6717,1.6638
2003-11-12,1.6727,1.6785,1.6646
2003-11-13,1.6863,1.6863,1.6731
2003-11-14,1.687,1.6906,1.6828
2003-11-17,1.6927,1.6939,1.6866
2003-11-18,1.7022,1.7053,1.6864
2003-11-19,1.6971,1.7055,1.695
2003-11-20,1.7034,1.7082,1.6972
2003-11-21,1.7033,1.707,1.6996
2003-11-24,1.6957,1.7067,1.6933
2003-11-25,1.698,1.7017,1.694
2003-11-26,1.7102,1.712,1.6951
2003-11-27,1.7137,1.7155,1.7093
2003-11-28,1.7216,1.7242,1.7135
2003-12-01,1.7195,1.7275,1.7189
2003-12-02,1.7287,1.7311,1.717
2003-12-03,1.7273,1.732,1.7247
2003-12-04,1.722,1.7281,1.7174
2003-12-05,1.7292,1.7315,1.7197
2003-12-08,1.7326,1.7364,1.7271
2003-12-09,1.7459,1.7467,1.7334
2003-12-10,1.743,1.7458,1.7354
2003-12-11,1.7458,1.7472,1.7377
2003-12-12,1.7464,1.7511,1.743
2003-12-15,1.7457,1.7481,1.7358
2003-12-16,1.7545,1.756,1.7438
2003-12-17,1.7648,1.7699,1.7498
2003-12-18,1.7718,1.7735,1.7636
2003-12-19,1.766,1.774,1.7612
2003-12-22,1.7638,1.767,1.7598
2003-12-23,1.7635,1.7668,1.7625
2003-12-24,1.7755,1.7758,1.7633
2003-12-25,1.7745,1.7774,1.7728
2003-12-26,1.771,1.7758,1.7704
2003-12-29,1.773,1.777,1.771
2003-12-30,1.7785,1.7812,1.7726
2003-12-31,1.7855,1.7943,1.7761
2004-01-01,1.786,1.786,1.786
2004-01-02,1.7925,1.7943,1.7792
2004-01-05,1.8079,1.8102,1.7912
2004-01-06,1.8239,1.8277,1.8049
2004-01-07,1.8194,1.8257,1.8124
