Date,USD/JPY Close,USD/JPY High,USD/JPY Low
2001-10-31,122.32,122.62,121.7
2001-11-01,121.9,122.5,121.34
2001-11-02,121.79,122.05,121.4
2001-11-05,121.8,122.1,121.57
2001-11-06,121.06,121.75,120.93
2001-11-07,120.91,121.26,120.75
2001-11-08,120.07,121.35,119.75
2001-11-09,120.17,120.5,120
2001-11-12,120.4,120.85,119.75
2001-11-13,121.55,121.78,120.38
2001-11-14,121.55,122,121.4
2001-11-15,122.44,122.47,121.5
2001-11-16,122.88,122.96,122
2001-11-19,123.29,123.5,122.75
2001-11-20,122.66,123.25,122.53
2001-11-21,123.15,123.4,122.55
2001-11-22,123.95,124,123
2001-11-23,124.36,124.5,123.7
2001-11-26,124.1,124.45,123.8
2001-11-27,123.97,124.55,123.68
2001-11-28,123.06,124,123.04
2001-11-29,123.72,123.98,122.87
2001-11-30,123.5,124.15,122.8
2001-12-03,124.02,124.07,123.25
2001-12-04,124.15,124.37,123.65
2001-12-05,124.24,124.55,123.95
2001-12-06,124.76,124.98,123.75
2001-12-07,125.57,125.77,124.5
2001-12-10,126.18,126.38,125.55
2001-12-11,126.2,126.29,125.7
2001-12-12,126.22,126.6,125.5
2001-12-13,126.22,126.65,125.8
2001-12-14,127.3,127.95,125.95
2001-12-17,127.53,128,127.15
2001-12-18,127.81,128.45,127.45
2001-12-19,128.1,128.4,127.6
2001-12-20,128.56,128.88,127.94
2001-12-21,129.71,129.73,128.6
2001-12-24,129.71,130,129.35
2001-12-25,130.85,130.9,129.75
2001-12-26,130.84,131,130.4
2001-12-27,131.71,132,130.8
2001-12-28,131.11,131.85,130.8
2001-12-31,131.56,131.63,130.69
2002-01-01,131.56,131.56,131.56
2002-01-02,132.11,132.28,131.3
2002-01-03,131.81,132.2,131.36
2002-01-04,130.98,131.8,130.65
2002-01-07,131.07,131.6,130.4
2002-01-08,132.72,132.86,131
2002-01-09,132.62,133.35,132.2
2002-01-10,132.7,133.2,132
2002-01-11,131.96,132.55,131.57
2002-01-14,131.97,132.2,131.46
2002-01-15,131.28,132.05,130.88
2002-01-16,131.85,132.12,131
2002-01-17,132.37,132.6,131.8
2002-01-18,132.61,133,132.45
2002-01-21,132.52,132.67,132
2002-01-22,133.93,134.49,132.55
2002-01-23,134.26,134.62,133.55
2002-01-24,134.78,134.82,134.1
2002-01-25,134.32,134.9,134.09
2002-01-28,133.4,134.92,133.19
2002-01-29,133.41,133.75,132.95
2002-01-30,132.81,133.65,132.35
2002-01-31,134.77,135.15,132.6
2002-02-01,133.18,135,133.09
2002-02-04,132.28,133.45,131.86
2002-02-05,133.83,134.3,131.95
2002-02-06,133.57,134.35,133.35
2002-02-07,133.48,134.15,133.36
2002-02-08,134.66,135.04,133.55
2002-02-11,133.46,135,133.31
2002-02-12,132.61,133.7,132.44
2002-02-13,133.24,133.35,132.18
2002-02-14,132.06,133.35,131.94
2002-02-15,132.64,133.2,131.85
2002-02-18,132.65,132.85,132.45
2002-02-19,133.65,134,132.6
2002-02-20,133.69,133.98,133.05
2002-02-21,134.27,134.47,133.45
2002-02-22,134.16,134.52,133.54
2002-02-25,133.97,134.15,133.55
2002-02-26,134.66,134.73,133.65
2002-02-27,134.27,134.97,134.07
2002-02-28,133.64,134.4,133.44
2002-03-01,133.27,133.85,133.04
2002-03-04,132.24,133.55,131.88
2002-03-05,132.24,132.6,131.6
2002-03-06,130.83,132.47,130.7
2002-03-07,126.9,130.9,126.32
2002-03-08,128.6,128.75,127.1
2002-03-11,128.16,129.2,127.75
2002-03-12,128.67,129.15,128
2002-03-13,129.41,129.62,128.89
2002-03-14,129.1,129.55,128.23
2002-03-15,129.2,129.45,128.88
2002-03-18,131.36,131.56,129.1
2002-03-19,131.99,132.49,130.88
2002-03-20,131.46,132.46,131.26
2002-03-21,132.02,132.23,131.29
2002-03-22,132.84,132.91,132
2002-03-25,133.33,133.49,132.7
2002-03-26,132.88,133.45,132.26
2002-03-27,132.75,133.25,132.3
2002-03-28,132.71,132.85,132.17
2002-03-29,132.67,133.2,132.27
2002-04-01,133.43,133.86,132.75
2002-04-02,133.43,133.62,132.85
2002-04-03,132.73,133.4,132.39
2002-04-04,132.22,133.12,131.6
2002-04-05,131.62,132.43,131.31
2002-04-08,131.39,131.85,131.1
2002-04-09,131,131.9,130.85
2002-04-10,130.68,131,130.2
2002-04-11,131.53,131.82,130.65
2002-04-12,132.08,132.27,131.3
2002-04-15,131.91,132.37,131.35
2002-04-16,131.14,132.17,130.85
2002-04-17,130.77,131.29,130.43
2002-04-18,129.86,130.75,129.56
2002-04-19,130.32,130.66,129.88
2002-04-22,129.94,130.65,129.62
2002-04-23,130.16,130.3,129.78
2002-04-24,129.55,130.45,129.45
2002-04-25,128.61,129.65,128.13
2002-04-26,127.85,129.8,127.81
2002-04-29,128.02,128.27,127.67
2002-04-30,128.48,128.65,127.84
2002-05-01,127.43,128.65,127.15
2002-05-02,127.94,128.12,126.99
2002-05-03,127.04,128,126.82
2002-05-06,127.3,127.53,126.93
2002-05-07,128.01,128.36,126.68
2002-05-08,128.76,128.79,127.86
2002-05-09,128.39,129.09,128.11
2002-05-10,127.57,128.7,127.55
2002-05-13,127.71,127.8,127.2
2002-05-14,128.56,128.8,127.74
2002-05-15,127.7,128.63,127.61
2002-05-16,128.13,128.44,127.33
2002-05-17,125.81,128.14,125.54
2002-05-20,125.32,125.8,125.18
2002-05-21,123.9,126.07,123.72
2002-05-22,124.2,125.07,123.53
2002-05-23,124.9,125.36,123.89
2002-05-24,124.63,125.26,124.6
2002-05-27,124.75,125.07,124.7
2002-05-28,124.45,124.9,124.32
2002-05-29,124.3,124.68,124.13
2002-05-30,123.21,124.43,122.83
2002-05-31,124.26,124.6,123.02
2002-06-03,123.81,124.47,123.67
2002-06-04,123.95,124.46,123.28
2002-06-05,124.46,124.76,123.93
2002-06-06,124.26,125.08,123.78
2002-06-07,124.4,124.71,124.05
2002-06-10,124.68,124.93,124.33
2002-06-11,125.31,125.79,124.45
2002-06-12,125.67,125.92,125.22
2002-06-13,125.05,125.9,124.78
2002-06-14,124.1,125.1,123.9
2002-06-17,124.44,124.52,124.06
2002-06-18,124.32,124.8,124.25
2002-06-19,123.83,124.37,123.65
2002-06-20,123.44,124.22,123.33
2002-06-21,121.43,123.95,120.84
2002-06-24,121.68,122.8,121.01
2002-06-25,121.53,122,121.37
2002-06-26,121.71,121.9,118.95
2002-06-27,119.41,120.3,119.19
2002-06-28,119.47,120.36,118.36
2002-07-01,120.05,120.08,119.29
2002-07-02,120.21,120.75,119.65
2002-07-03,119.8,120.58,119.63
2002-07-04,120,120.4,119.8
2002-07-05,120.26,120.63,119.84
2002-07-08,118.55,120.35,118.4
2002-07-09,117.89,118.98,117.73
2002-07-10,117.63,118.33,117.39
2002-07-11,116.79,117.92,116.5
2002-07-12,116.85,117.24,116.47
2002-07-15,116.23,117.2,115.66
2002-07-16,116.06,116.46,115.5
2002-07-17,116.24,116.76,115.63
2002-07-18,116.62,117.33,116.24
2002-07-19,115.73,116.63,115.57
2002-07-22,116.37,116.68,115.75
2002-07-23,117.79,117.94,116.2
2002-07-24,116.35,117.6,115.89
2002-07-25,116.62,117.06,116.18
2002-07-26,118.92,119.07,116.35
2002-07-29,119.47,119.98,118.45
2002-07-30,120.1,120.3,119.3
2002-07-31,119.79,120.42,119.38
2002-08-01,119.37,120.32,119.02
2002-08-02,119.06,119.37,118.77
2002-08-05,119.7,119.79,118.63
2002-08-06,120.98,121.28,119.48
2002-08-07,120.15,121.1,120
2002-08-08,121.03,121.19,119.98
2002-08-09,120.14,121.35,120
2002-08-12,118.97,120.15,118.78
2002-08-13,118.88,119.27,118.74
2002-08-14,117.33,118.43,116.3
2002-08-15,117.35,117.88,116.9
2002-08-16,117.58,117.9,117.1
2002-08-19,118.53,118.73,117.47
2002-08-20,118.73,119.28,118.43
2002-08-21,118.48,118.9,117.73
2002-08-22,119.84,120.02,118.46
2002-08-23,119.7,120.32,119.49
2002-08-26,119.62,119.89,119.34
2002-08-27,118.14,119.93,117.95
2002-08-28,118.64,118.7,117.92
2002-08-29,118.25,119.08,117.55
2002-08-30,118.67,118.81,117.73
2002-09-02,118.1,118.83,117.96
2002-09-03,117.09,118.15,116.85
2002-09-04,117.99,118.41,116.91
2002-09-05,118.23,118.53,117.33
2002-09-06,118.55,118.91,117.93
2002-09-09,118.87,119.29,118.16
2002-09-10,119.9,120.14,118.36
2002-09-11,120.36,120.7,119.63
2002-09-12,120.11,120.7,119.75
2002-09-13,121.7,122.31,119.44
2002-09-16,122.28,122.45,121.7
2002-09-17,122.35,123.41,121.95
2002-09-18,121.98,123.1,121.34
2002-09-19,121.5,121.94,120.94
2002-09-20,123.48,123.75,121.29
2002-09-23,123.8,124.23,122.84
2002-09-24,123.25,124.07,122.95
2002-09-25,122.86,123.42,122
2002-09-26,122.61,123.02,122.15
2002-09-27,122.81,123.23,122.01
2002-09-30,121.77,122.84,121.11
2002-10-01,122.53,122.81,121.67
2002-10-02,123.01,123.36,122.55
2002-10-03,122.63,123.11,122.39
2002-10-04,123.2,123.28,122.31
2002-10-07,124.28,124.46,123.04
2002-10-08,124.4,124.66,123.95
2002-10-09,123.28,124.4,123.15
2002-10-10,123.59,123.76,123
2002-10-11,124.05,124.5,123.4
2002-10-14,124.3,124.31,123.8
2002-10-15,124.76,124.99,124.2
2002-10-16,124.46,125.05,123.91
2002-10-17,124.86,125.17,124.08
2002-10-18,125.49,125.59,124.97
2002-10-21,124.99,125.65,124.47
2002-10-22,125.09,125.46,124.76
2002-10-23,124.64,125.24,123.86
2002-10-24,124.59,124.88,123.87
2002-10-25,124.21,124.68,123.6
2002-10-28,124.55,125.01,123.38
2002-10-29,122.72,123.76,122.34
2002-10-30,122.86,123.25,122.53
2002-10-31,122.67,123.23,122.3
2002-11-01,122.12,122.82,121.63
2002-11-04,122.28,122.55,122.13
2002-11-05,121.82,122.28,121.36
2002-11-06,121.81,122.66,121.6
2002-11-07,121.25,121.95,121.12
2002-11-08,119.73,121.35,119.5
2002-11-11,119.55,120.08,119.13
2002-11-12,119.65,119.87,119.33
2002-11-13,120.27,120.32,119.55
2002-11-14,120.35,120.68,119.68
2002-11-15,120.37,120.94,120.25
2002-11-18,121.14,121.32,120.3
2002-11-19,122.16,122.52,120.83
2002-11-20,122.64,122.69,122.12
2002-11-21,122.74,122.98,121.91
2002-11-22,122.89,123.01,122.47
2002-11-25,122.08,123.18,121.72
2002-11-26,121.63,122.18,121.52
2002-11-27,122.3,122.42,121.52
2002-11-28,122.13,122.42,121.97
2002-11-29,122.63,122.75,122.1
2002-12-02,124.59,125.04,122.55
2002-12-03,124.64,124.8,124.21
2002-12-04,124.66,125.02,124.18
2002-12-05,124.99,125.73,124.42
2002-12-06,123.82,125.52,122.1
2002-12-09,123.45,123.53,122.42
2002-12-10,123.65,123.7,123.08
2002-12-11,123.61,124.05,123.18
2002-12-12,122.71,123.88,122.49
2002-12-13,120.51,122.86,120.31
2002-12-16,121.26,121.42,120.42
2002-12-17,121.24,121.53,120.19
2002-12-18,121.1,121.68,120.87
2002-12-19,120.55,121.26,120.52
2002-12-20,120.37,120.97,120.32
2002-12-23,120.41,120.77,119.83
2002-12-24,120.25,120.5,119.96
2002-12-25,120.45,120.47,120.17
2002-12-26,119.97,120.35,119.96
2002-12-27,119.82,120.23,119.8
2002-12-30,118.44,120.01,118.27
2002-12-31,118.71,118.85,118.37
2003-01-01,118.71,118.85,118.37
2003-01-02,119.97,120.19,118.62
2003-01-03,119.79,120.28,119.58
2003-01-06,119,119.87,118.57
2003-01-07,120.47,120.66,119.13
2003-01-08,119.05,120.53,118.66
2003-01-09,119.43,119.17,118.72
2003-01-10,119.13,120.04,119.02
2003-01-13,118.79,119.43,118.71
2003-01-14,117.97,119.16,117.56
2003-01-15,118.1,118.82,117.77
2003-01-16,117.82,118.34,117.66
2003-01-17,117.92,118.1,117.37
2003-01-20,118.05,118.3,117.8
2003-01-21,118.16,119.14,117.96
2003-01-22,118.37,118.53,117.99
2003-01-23,117.99,118.83,117.62
2003-01-24,117.77,118.19,117.52
2003-01-27,118.51,119.33,117.54
2003-01-28,118.62,118.92,118.34
2003-01-29,118.4,118.76,117.86
2003-01-30,119.21,119.51,118.3
2003-01-31,119.95,120.1,118.87
2003-02-03,120.31,120.93,119.1
2003-02-04,119.74,120.57,119.6
2003-02-05,120.04,120.37,119.09
2003-02-06,119.89,120.26,119.52
2003-02-07,120.22,120.46,119.59
2003-02-10,121.3,121.42,120.28
2003-02-11,121.14,121.78,121
2003-02-12,121.25,121.51,120.55
2003-02-13,120.58,121.48,120.22
2003-02-14,120.33,120.85,120.08
2003-02-17,120.15,120.77,120.02
2003-02-18,118.83,120.42,118.67
2003-02-19,118.64,119.13,118.57
2003-02-20,118.25,119.07,118.09
2003-02-21,118.76,118.93,118.22
2003-02-24,117.9,118.9,117.56
2003-02-25,117.2,118.22,116.97
2003-02-26,117.11,117.62,117.07
2003-02-27,117.52,117.77,116.86
2003-02-28,118.08,118.29,117.6
2003-03-03,117.62,118.28,117.09
2003-03-04,117.92,118.11,117.34
2003-03-05,117.3,117.95,116.98
2003-03-06,117.36,117.57,117.18
2003-03-07,116.99,117.48,116.3
2003-03-10,116.9,117.13,116.39
2003-03-11,117.15,117.29,116.73
2003-03-12,117.27,117.54,117.06
2003-03-13,118.5,118.79,117.4
2003-03-14,118.29,118.74,118.06
2003-03-17,118.4,118.72,117.59
2003-03-18,118.85,119.18,118.47
2003-03-19,120.5,120.65,118.55
2003-03-20,120.36,120.55,119.74
2003-03-21,121.6,121.87,120.18
2003-03-24,120.7,121.31,120.34
2003-03-25,120.18,120.78,119.35
2003-03-26,120.07,120.49,119.85
2003-03-27,119.99,120.05,119.59
2003-03-28,119.7,120.4,119.44
2003-03-31,118,120.2,117.82
2003-04-01,118.03,118.5,117.8
2003-04-02,118.92,119.28,117.6
2003-04-03,119.5,119.69,118.52
2003-04-04,119.95,120.19,119.17
2003-04-07,120.07,120.88,119.94
2003-04-08,119.8,120.15,119.42
2003-04-09,120.17,120.67,119.64
2003-04-10,119.66,120.29,119.15
2003-04-11,120.5,120.88,119.53
2003-04-14,120.26,120.81,119.98
2003-04-15,120.12,120.68,120.02
2003-04-16,119.44,120.57,119.27
2003-04-17,119.63,119.78,118.92
2003-04-18,119.7,119.79,119.55
2003-04-21,120.55,120.65,119.55
2003-04-22,119.9,120.75,119.3
2003-04-23,120.4,120.62,119.79
2003-04-24,119.9,120.65,119.5
2003-04-25,120.35,121.15,119.8
2003-04-28,120.44,120.5,119.85
2003-04-29,119.8,120.74,119.62
2003-04-30,118.92,119.97,118.61
2003-05-01,118.55,119.01,118.17
2003-05-02,118.95,119.33,118.41
2003-05-05,118.6,119.07,118.5
2003-05-06,117.53,118.73,117.3
2003-05-07,116.35,117.82,116.1
2003-05-08,116.9,116.95,116.22
2003-05-09,117.22,117.59,117.02
2003-05-12,116.98,117.4,116.33
2003-05-13,118.62,117.53,116.84
2003-05-14,116.15,116.85,115.55
2003-05-15,116.5,116.54,115.6
2003-05-16,115.89,116.6,115.87
2003-05-19,117.33,117.46,115.1
2003-05-20,116.73,117.39,116.63
2003-05-21,117.21,117.55,116.57
2003-05-22,117.21,117.77,116.94
2003-05-23,116.92,117.42,116.78
2003-05-26,116.85,117.38,116.73
2003-05-27,117.23,117.31,116.58
2003-05-28,118.74,118.91,116.97
2003-05-29,118.37,119.15,117.92
2003-05-30,119.35,119.65,117.96
2003-06-02,118.5,119.66,118.38
2003-06-03,119.09,119.35,118.3
2003-06-04,118.76,119.39,118.39
2003-06-05,117.75,118.92,117.31
2003-06-06,117.76,118.94,117.6
2003-06-09,118.1,118.77,117.82
2003-06-10,117.75,118.38,117.57
2003-06-11,117.67,118.14,117.53
2003-06-12,117.59,117.94,117.49
2003-06-13,117.4,117.87,117.2
2003-06-16,117.62,117.79,117.18
2003-06-17,118.2,118.43,117.6
2003-06-18,117.85,118.7,117.75
2003-06-19,118.3,119.1,117.83
2003-06-20,118.4,118.63,118.03
2003-06-23,117.64,118.61,117.48
2003-06-24,117.95,118.07,117.6
2003-06-25,118,118.17,117.33
2003-06-26,119.41,119.44,117.93
2003-06-27,119.65,120,119.19
2003-06-30,119.75,120.23,119.65
2003-07-01,119.45,119.97,119.04
2003-07-02,117.97,119.47,117.93
2003-07-03,118.26,118.5,117.99
2003-07-04,118.06,118.47,118.02
2003-07-07,118.2,118.33,117.8
2003-07-08,118.2,118.69,117.64
2003-07-09,117.72,118.45,117.67
2003-07-10,117.67,118.07,117.4
2003-07-11,117.67,118,117.66
2003-07-14,117.65,117.79,117.35
2003-07-15,117.79,117.96,116.6
2003-07-16,118.2,118.68,117.85
2003-07-17,118.76,118.95,117.88
2003-07-18,118.42,119.21,118.26
2003-07-21,118.44,118.81,118.27
2003-07-22,119.1,119.37,118.43
2003-07-23,118.97,119.14,118.64
2003-07-24,118.97,119.36,118.58
2003-07-25,118.84,119.3,118.63
2003-07-28,119.45,119.6,118.87
2003-07-29,119.85,119.85,119.13
2003-07-30,120.25,120.63,119.66
2003-07-31,120.6,120.62,119.75
2003-08-01,120.04,120.68,119.83
2003-08-04,120.37,120.6,119.72
2003-08-05,119.93,120.62,119.84
2003-08-06,120.2,120.45,119.75
2003-08-07,119.06,120.26,118.79
2003-08-08,119.1,119.26,118.85
2003-08-11,118.75,119.17,118.21
2003-08-12,118.46,118.75,118.39
2003-08-13,119.08,119.48,118.54
2003-08-14,119.15,119.67,119.07
2003-08-15,119.15,119.48,118.7
2003-08-18,119.44,119.75,119.09
2003-08-19,118.38,119.77,118.25
2003-08-20,118.2,118.74,117.85
2003-08-21,117.73,118.2,117.52
2003-08-22,117.58,118.05,117.31
2003-08-25,117.38,117.68,117.15
2003-08-26,117.3,117.78,117.2
2003-08-27,117.41,118.04,117.32
2003-08-28,117.3,117.6,117.26
2003-08-29,116.87,117.36,116.15
2003-09-01,116.57,116.83,116.38
2003-09-02,116.1,117.23,115.85
2003-09-03,116.05,116.58,115.9
2003-09-04,116.73,117.06,115.75
2003-09-05,116.64,117.13,116.46
2003-09-08,116.53,117.7,116.4
2003-09-09,116.81,115.93,116.95
2003-09-10,117.06,117.24,116.69
2003-09-11,117.07,117.25,116.43
2003-09-12,117.32,117.51,116.74
2003-09-15,117.47,117.68,117.22
2003-09-16,117.18,117.45,116.04
2003-09-17,116.17,116.51,115.89
2003-09-18,115.33,116.14,114.7
2003-09-19,114.32,115.5,113.57
2003-09-22,112,112.95,111.37
2003-09-23,112.08,112.35,110.92
2003-09-24,111.45,112.37,111.27
2003-09-25,112.1,112.31,111.48
2003-09-26,111.83,112.3,111.65
2003-09-29,110.93,111.74,110.76
2003-09-30,111.4,112.1,110.13
2003-10-01,110.65,111.58,110.57
2003-10-02,110.71,111.35,110.57
2003-10-03,110.96,111.04,110.28
2003-10-06,110.95,111.28,110.82
2003-10-07,109.87,111.11,109.35
2003-10-08,109.6,110.04,109.36
2003-10-09,109.15,109.59,108.88
2003-10-10,108.6,109.29,108.32
2003-10-13,108.95,109.02,108.34
2003-10-14,108.91,110.19,108.65
2003-10-15,109.49,109.33,109.8
2003-10-16,109.83,110.31,109.22
2003-10-17,109.4,110.02,109.28
2003-10-20,110.22,110.58,108.83
2003-10-21,109.64,110.43,109.42
2003-10-22,108.93,109.69,108.82
2003-10-23,109.63,109.84,108.9
2003-10-24,109.29,110,109.05
2003-10-27,108.6,109.32,108.31
2003-10-28,108.29,108.63,108.2
2003-10-29,108.28,108.32,107.88
2003-10-30,108.77,108.9,107.99
2003-10-31,110.03,110.25,108.64
2003-11-03,111.11,111.52,109.73
2003-11-04,109.62,111.01,109.38
2003-11-05,109.95,110.05,109.51
2003-11-06,110.27,110.29,109.85
2003-11-07,109.27,110.25,109.05
2003-11-10,108.36,109.62,107.84
2003-11-11,108.76,109.1,108.45
2003-11-12,108.79,109.19,108.48
2003-11-13,108.18,108.87,108.1
2003-11-14,108.35,108.51,107.99
2003-11-17,108.93,109.72,108.25
2003-11-18,108.07,109.08,107.94
2003-11-19,109.3,109.39,107.55
2003-11-20,108.9,109.33,108.59
2003-11-21,108.83,109.38,108.68
2003-11-24,109.44,109.47,108.8
2003-11-25,109.47,110.04,109.27
2003-11-26,109.12,109.74,108.89
2003-11-27,109.15,109.26,108.91
2003-11-28,109.52,109.84,109.09
2003-12-01,109.51,110.01,109.11
2003-12-02,108.63,109.79,108.53
2003-12-03,108.14,108.79,108.1
2003-12-04,108.15,108.51,108.1
2003-12-05,107.67,108.38,107.52
2003-12-08,107.47,107.76,107.13
2003-12-09,107.12,107.57,106.73
2003-12-10,108.26,108.71,106.98
2003-12-11,107.97,108.46,107.94
2003-12-12,107.74,108.04,107.68
2003-12-15,107.61,108.4,107.35
2003-12-16,107.47,107.82,107.39
2003-12-17,107.46,107.81,107.23
2003-12-18,107.63,108.1,107.35
2003-12-19,107.8,107.99,107.48
2003-12-22,107.53,107.93,107.33
2003-12-23,107.41,107.56,107.29
2003-12-24,107.35,107.53,107.15
2003-12-25,107.3,107.36,107.13
2003-12-26,107.3,107.31,106.96
2003-12-29,106.93,107.38,106.9
2003-12-30,107.07,107.12,106.91
2003-12-31,107.35,107.71,106.9
2004-01-01,107.4,107.4,107.4
2004-01-02,106.9,107.48,106.72
2004-01-05,106.09,107.35,106.05
2004-01-06,106.19,106.4,106
2004-01-07,106.19,106.41,105.9
2004-01-08,106.19,106.26,106.14
2004-01-09,106.42,108.3,106.19
2004-01-12,106.69,106.75,106.38
2004-01-13,106.24,106.72,106.12
2004-01-14,106.15,106.32,105.98
2004-01-15,106.28,106.37,106.03
2004-01-16,106.87,107.02,105.73
2004-01-19,107.3,107.48,106.49
2004-01-20,107.13,107.92,107.01
2004-01-21,106.95,107.3,106.62
2004-01-22,106.09,107,105.93
2004-01-23,106.28,106.4,105.78
2004-01-26,106.39,106.72,105.84
2004-01-27,105.58,106.39,105.45
2004-01-28,105.79,106.59,105.48
2004-01-29,105.96,106.3,105.64
2004-01-30,105.75,106.11,105.67
2004-02-02,105.6,105.78,105.4
2004-02-03,105.55,105.84,105.25
2004-02-04,105.44,105.62,105.35
2004-02-05,105.92,106.02,105.38
2004-02-06,105.5,106.8,105.37
2004-02-09,105.72,105.97,105.53
2004-02-10,105.55,105.9,105.36
2004-02-11,105.38,105.65,105.17
2004-02-12,105.38,105.53,105.33
2004-02-13,105.45,105.6,105.33
2004-02-16,105.5,105.54,105.43
2004-02-17,105.66,105.99,105.47
2004-02-18,106.85,107.12,105.54
2004-02-19,107.22,107.44,106.33
2004-02-20,109.05,109.34,106.93
2004-02-23,108.56,109.37,108.11
2004-02-24,108.12,108.72,108.04
2004-02-25,109.03,109.14,108.07
2004-02-26,109.64,109.86,108.79
2004-02-27,109.19,109.69,108.92
2004-03-01,108.98,109.4,108.9
2004-03-02,110.07,110.4,108.94
2004-03-03,110.07,110.47,110.02
2004-03-04,111.07,111.13,110.05
2004-03-05,112.05,112.31,111
2004-03-08,111.19,112.3,111.11
2004-03-09,111.33,111.6,110.26
2004-03-10,110.75,111.55,110.71
2004-03-11,110.93,111.02,110.45
2004-03-12,110.95,111.39,110.63
2004-03-15,110.32,111.06,109.24
2004-03-16,108.76,110.36,108.63
2004-03-17,108.3,108.95,107.97
2004-03-18,106.77,108.35,106.38
2004-03-19,106.79,107.31,106.66
2004-03-22,106.76,107.64,106.73
2004-03-23,106.77,106.94,106.44
2004-03-24,106.13,106.94,106.05
2004-03-25,106.09,106.45,105.78
2004-03-26,105.94,106.23,105.57
2004-03-29,105.48,105.94,105.29
2004-03-30,105.63,106.2,105.43
2004-03-31,104.37,105.92,103.46
2004-04-01,103.76,104.48,103.47
2004-04-02,104.55,104.71,103.68
2004-04-05,105.03,105.46,104.16
2004-04-06,105.73,107.21,104.92
2004-04-07,105.3,106.15,105
2004-04-08,106.2,106.25,105.25
2004-04-09,106.5,106.7,106
2004-04-12,105.44,106.47,105.28
2004-04-13,106.73,106.98,105.07
2004-04-14,108.82,108.99,106.58
2004-04-15,108.36,109.25,108.26
2004-04-16,107.63,108.86,107.54
2004-04-19,108.49,108.67,107.61
2004-04-20,108.8,108.85,107.72
2004-04-21,109.49,109.77,108.57
2004-04-22,109.55,109.84,109.17
2004-04-23,109.17,109.83,108.64
2004-04-26,108.71,109.33,108.33
2004-04-27,109.45,109.88,108.43
2004-04-28,109.91,110.22,108.79
2004-04-29,109.93,111.01,109.55
2004-04-30,110.4,110.64,109.8
2004-05-03,110.38,110.69,109.84
2004-05-04,109.73,110.59,109.6
2004-05-05,108.67,109.56,108.33
2004-05-06,109.75,109.85,108.63
2004-05-07,112.22,112.47,109.74
2004-05-10,113.68,114.14,112.25
2004-05-11,112.9,113.88,112.9
2004-05-12,113.2,113.46,112.46
2004-05-13,114.56,114.6,112.83
2004-05-14,114.23,114.9,113.95
2004-05-17,114.38,114.63,113.09
2004-05-18,114.13,114.68,113.4
2004-05-19,112.85,114.27,112.45
2004-05-20,112.8,113.85,112.73
2004-05-21,112.15,113.04,111.8
2004-05-24,112.75,112.93,112.03
2004-05-25,111.8,113.32,111.65
2004-05-26,111.74,111.92,111.29
2004-05-27,110.85,112.1,110.68
2004-05-28,110.37,111.06,110.06
2004-05-31,109.4,110.39,109.12
2004-06-01,110.62,110.7,109.26
2004-06-02,110.09,110.91,109.96
2004-06-03,110.88,111.55,109.82
2004-06-04,111.09,111.96,110.31
2004-06-07,109.66,110.98,109.5
2004-06-08,109.73,110.11,109.5
2004-06-09,110.45,110.55,108.7
2004-06-10,109.34,110.52,109.19
2004-06-11,110.05,110.46,109.21
2004-06-14,111.17,111.48,110.07
2004-06-15,109.51,111.37,109.32
2004-06-16,110.07,110.23,109.24
2004-06-17,109.6,110.23,108.9
2004-06-18,108.8,109.71,108.57
2004-06-21,108.77,108.9,108.27
2004-06-22,109.3,109.43,108.4
2004-06-23,108.6,109.2,108.46
2004-06-24,107.25,108.49,107.05
2004-06-25,107.65,108.01,107.08
2004-06-28,107.97,108.32,107.45
2004-06-29,108.32,108.75,107.74
2004-06-30,108.89,109.57,108.19
2004-07-01,108.2,108.88,107.86
2004-07-02,108.32,109.36,108.07
2004-07-05,109.03,109.17,108.26
2004-07-06,109.42,109.71,108.87
2004-07-07,108.45,109.61,108.22
2004-07-08,108.79,109.15,108.4
2004-07-09,108.3,108.94,107.97
2004-07-12,108.24,108.4,107.58
2004-07-13,108.77,109.39,108.21
2004-07-14,109.04,109.45,108.43
2004-07-15,109.8,109.95,109.05
2004-07-16,108.76,110.02,108.6
2004-07-19,108.2,108.85,108.13
2004-07-20,108.68,108.78,108.13
2004-07-21,109.95,110.3,108.21
2004-07-22,109.83,110.05,109.3
2004-07-23,110.04,110.25,109.66
2004-07-26,110,110.16,109.5
2004-07-27,110.9,111.17,109.63
2004-07-28,111.7,111.87,110.82
2004-07-29,112.17,112.46,111.51
2004-07-30,111.36,112.21,111.12
2004-08-02,110.82,111.4,110.6
2004-08-03,110.6,111.14,110.43
2004-08-04,111.1,111.73,110.56
2004-08-05,111.69,111.74,110.84
2004-08-06,110.44,111.88,109.86
2004-08-09,110.61,110.9,110.15
2004-08-10,111.34,111.45,110.33
2004-08-11,110.87,111.43,110.65
2004-08-12,110.84,111.23,110.48
2004-08-13,110.69,112.07,110.51
2004-08-16,110.54,110.98,110.27
2004-08-17,110.06,110.59,109.92
2004-08-18,109.39,110.16,109.31
2004-08-19,109.34,109.61,109.09
2004-08-20,109.18,109.74,108.97
2004-08-23,109.74,109.89,109.14
2004-08-24,109.6,110.04,109.39
2004-08-25,110.15,110.45,109.46
2004-08-26,109.49,110.29,109.32
2004-08-27,109.65,109.76,109.05
2004-08-30,109.95,110.43,109.55
